trans,distance,year,taxon,days,count,m_days,midges,catch_rate,midge_rate,midges_z,dist_z,time_z,plot,midges_lag,y
btl,5,2017,opil,55,13,55,7334,-1.3682758556172123,133.34545454545454,-0.14070876165896887,-0.7532369776048052,3.131765403962204,5 btl,0.25671516128923394,0.18615117490934902
btl,5,2009,sheet,60,106,67,13713.815358266333,0.5784842722398056,204.68381131740796,0.3087767837063963,-0.7532369776048052,0.3479739337735782,5 btl,1.179785947072957,1.533422136353287
btl,5,2010,sheet,52,81,77,14192.239725229945,0.4554755286828257,184.31480162636294,0.18043663341670974,-0.7532369776048052,0.6959478675471564,5 btl,0.3087767837063963,1.3835715113668006
btl,5,2011,sheet,30,49,77,301,0.5108256237659907,3.909090909090909,-0.9562556445957782,-0.7532369776048052,1.0439218013207345,5 btl,0.18043663341670974,1.4509996152676559
btl,5,2012,sheet,85,64,79,3776,-0.2682639865946794,47.79746835443038,-0.6797257080529291,-0.7532369776048052,1.3918957350943129,5 btl,-0.9562556445957782,0.5019039521699731
btl,5,2013,sheet,70,189,70,9117,0.9985288301111273,130.24285714285713,-0.16025746937610452,-0.7532369776048052,1.739869668867891,5 btl,-0.6797257080529291,2.0451251072078196
btl,5,2014,sheet,60,95,50,13339,0.47000362924573563,266.78,0.7000296874469376,-0.7532369776048052,2.087843602641469,5 btl,-0.16025746937610452,1.4012698057015454
btl,5,2015,sheet,71,101,54,17832,0.3622929362429557,330.22222222222223,1.0997636194451783,-0.7532369776048052,2.435817536415047,5 btl,0.7000296874469376,1.2700554367268913
btl,5,2016,sheet,72,57,57,11196,-0.21622310846963594,196.42105263157896,0.25671516128923394,-0.7532369776048052,2.7837914701886257,5 btl,1.0997636194451783,0.5653007310198521
btl,5,2017,sheet,55,2,55,7334,-2.908720896564361,133.34545454545454,-0.14070876165896887,-0.7532369776048052,3.131765403962204,5 btl,0.25671516128923394,-2.714730140394026
btl,5,2009,stap,60,5,67,13713.815358266333,-2.3025850929940455,204.68381131740796,0.3087767837063963,-0.7532369776048052,0.3479739337735782,5 btl,1.179785947072957,-0.08345817333925307
btl,5,2010,stap,52,30,77,14192.239725229945,-0.5172565140962812,184.31480162636294,0.18043663341670974,-0.7532369776048052,0.6959478675471564,5 btl,0.3087767837063963,1.3394044919354127
btl,5,2011,stap,30,6,77,301,-1.455287232606842,3.909090909090909,-0.9562556445957782,-0.7532369776048052,1.0439218013207345,5 btl,0.18043663341670974,0.5918172387960138
btl,5,2012,stap,85,6,79,3776,-2.496741107435003,47.79746835443038,-0.6797257080529291,-0.7532369776048052,1.3918957350943129,5 btl,-0.9562556445957782,-0.2381957087441503
btl,5,2013,stap,70,23,70,9117,-1.0704414117014134,130.24285714285713,-0.16025746937610452,-0.7532369776048052,1.739869668867891,5 btl,-0.6797257080529291,0.898529827686169
btl,5,2014,stap,60,10,50,13339,-1.6964492894237302,266.78,0.7000296874469376,-0.7532369776048052,2.087843602641469,5 btl,-0.16025746937610452,0.3996170516811871
btl,5,2015,stap,71,18,54,17832,-1.318240897874875,330.22222222222223,1.0997636194451783,-0.7532369776048052,2.435817536415047,5 btl,0.7000296874469376,0.7010397737443086
btl,5,2016,stap,72,27,57,11196,-0.9444616088408514,196.42105263157896,0.25671516128923394,-0.7532369776048052,2.7837914701886257,5 btl,1.0997636194451783,0.9989326107859743
btl,5,2017,stap,55,15,55,7334,-1.2347444629926898,133.34545454545454,-0.14070876165896887,-0.7532369776048052,3.131765403962204,5 btl,0.25671516128923394,0.7675843646289436
btl,50,2009,cara,60,16,67,29667.519745425307,-1.2611312181658847,442.798802170527,1.8090811272087624,-0.37792166696434865,0.3479739337735782,50 btl,0.06880018895180966,0.7800765246061541
btl,50,2010,cara,52,19,77,14405.88252415881,-0.9555114450274363,187.0893834306339,0.19791859504136908,-0.37792166696434865,0.6959478675471564,50 btl,1.8090811272087624,1.0370291321769354
btl,50,2011,cara,30,3,77,115,-2.0149030205422647,1.4935064935064934,-0.9714756514412668,-0.37792166696434865,1.0439218013207345,50 btl,0.19791859504136908,0.14633601709586913
btl,50,2012,cara,85,15,65,3410,-1.6700625342505353,52.46153846153846,-0.6503385425703064,-0.37792166696434865,1.3918957350943129,50 btl,-0.9714756514412668,0.4362637964365601
btl,50,2013,cara,70,6,70,9543,-2.3025850929940455,136.32857142857142,-0.12191287148472843,-0.37792166696434865,1.739869668867891,50 btl,-0.6503385425703064,-0.09553530526246791
btl,50,2014,cara,60,9,50,16539,-1.791759469228055,330.78,1.1032780408585923,-0.37792166696434865,2.087843602641469,50 btl,-0.12191287148472843,0.33394599005012665
btl,50,2015,cara,71,6,54,8882,-2.316769727986002,164.4814814814815,0.055471731993121616,-0.37792166696434865,2.435817536415047,50 btl,1.1032780408585923,-0.10746116631260313
btl,50,2016,cara,72,19,72,12721,-1.2809338454620642,176.68055555555554,0.13233511532932732,-0.37792166696434865,2.7837914701886257,50 btl,0.055471731993121616,0.7634272853627213
btl,50,2017,cara,55,18,55,2814,-1.0628942060660305,51.163636363636364,-0.6585163063807526,-0.37792166696434865,3.131765403962204,50 btl,0.13233511532932732,0.9467460978900232
btl,50,2009,gnap,60,5,67,29667.519745425307,-2.3025850929940455,442.798802170527,1.8090811272087624,-0.37792166696434865,0.3479739337735782,50 btl,0.06880018895180966,-0.2930638647614031
btl,50,2010,gnap,52,6,77,14405.88252415881,-2.005333569526114,187.0893834306339,0.19791859504136908,-0.37792166696434865,0.6959478675471564,50 btl,1.8090811272087624,0.040895240212540276
btl,50,2011,gnap,30,0,77,115,-3.4011973816621555,1.4935064935064934,-0.9714756514412668,-0.37792166696434865,1.0439218013207345,50 btl,0.19791859504136908,-1.5273437512244885
btl,50,2012,gnap,85,22,65,3410,-1.3071570405611668,52.46153846153846,-0.6503385425703064,-0.37792166696434865,1.3918957350943129,50 btl,-0.9714756514412668,0.8252895673020118
btl,50,2013,gnap,70,8,70,9543,-2.05127066471314,136.32857142857142,-0.12191287148472843,-0.37792166696434865,1.739869668867891,50 btl,-0.6503385425703064,-0.010714625448642805
btl,50,2014,gnap,60,11,50,16539,-1.6094379124341003,330.78,1.1032780408585923,-0.37792166696434865,2.087843602641469,50 btl,-0.12191287148472843,0.48568003984295754
btl,50,2015,gnap,71,11,54,8882,-1.777773227253315,164.4814814814815,0.055471731993121616,-0.37792166696434865,2.435817536415047,50 btl,1.1032780408585923,0.2965570021654168
btl,50,2016,gnap,72,56,72,12721,-0.2336148511815052,176.68055555555554,0.13233511532932732,-0.37792166696434865,2.7837914701886257,50 btl,0.055471731993121616,2.0314034486852903
btl,50,2017,gnap,55,5,55,2814,-2.2155737160044158,51.163636363636364,-0.6585163063807526,-0.37792166696434865,3.131765403962204,50 btl,0.13233511532932732,-0.19530745549898929
btl,50,2009,lyco,60,25,67,29667.519745425307,-0.8362480242006186,442.798802170527,1.8090811272087624,-0.37792166696434865,0.3479739337735782,50 btl,0.06880018895180966,0.052918382934567014
btl,50,2010,lyco,52,8,77,14405.88252415881,-1.754019141245208,187.0893834306339,0.19791859504136908,-0.37792166696434865,0.6959478675471564,50 btl,1.8090811272087624,-0.5514995647775024
btl,50,2011,lyco,30,0,77,115,-3.4011973816621555,1.4935064935064934,-0.9714756514412668,-0.37792166696434865,1.0439218013207345,50 btl,0.19791859504136908,-1.6362842927985513
btl,50,2012,lyco,85,27,65,3410,-1.1104467463151126,52.46153846153846,-0.6503385425703064,-0.37792166696434865,1.3918957350943129,50 btl,-0.9714756514412668,-0.12766109468007075
btl,50,2013,lyco,70,32,70,9543,-0.7519876805828788,136.32857142857142,-0.12191287148472843,-0.37792166696434865,1.739869668867891,50 btl,-0.6503385425703064,0.10840984809087759
btl,50,2014,lyco,60,9,50,16539,-1.791759469228055,330.78,1.1032780408585923,-0.37792166696434865,2.087843602641469,50 btl,-0.12191287148472843,-0.5763542710999553
btl,50,2015,lyco,71,9,54,8882,-1.9600947840472698,164.4814814814815,0.055471731993121616,-0.37792166696434865,2.435817536415047,50 btl,1.1032780408585923,-0.6872151204129455
btl,50,2016,lyco,72,6,72,12721,-2.330755969960742,176.68055555555554,0.13233511532932732,-0.37792166696434865,2.7837914701886257,50 btl,0.055471731993121616,-0.9313220323931118
btl,50,2017,lyco,55,2,55,2814,-2.908720896564361,51.163636363636364,-0.6585163063807526,-0.37792166696434865,3.131765403962204,50 btl,0.13233511532932732,-1.3119532903392521
btl,50,2009,opil,60,22,67,29667.519745425307,-0.958850346292951,442.798802170527,1.8090811272087624,-0.37792166696434865,0.3479739337735782,50 btl,0.06880018895180966,0.540583005748331
btl,50,2010,opil,52,37,77,14405.88252415881,-0.31365755885504165,187.0893834306339,0.19791859504136908,-0.37792166696434865,0.6959478675471564,50 btl,1.8090811272087624,1.0991140588650392
btl,50,2011,opil,30,29,77,115,0,1.4935064935064934,-0.9714756514412668,-0.37792166696434865,1.0439218013207345,50 btl,0.19791859504136908,1.3706414070875759
btl,50,2012,opil,85,13,65,3410,-1.8035939268750578,52.46153846153846,-0.6503385425703064,-0.37792166696434865,1.3918957350943129,50 btl,-0.9714756514412668,-0.19069535145355973
btl,50,2013,opil,70,106,70,9543,0.42433359241254714,136.32857142857142,-0.12191287148472843,-0.37792166696434865,1.739869668867891,50 btl,-0.6503385425703064,1.7379788802545153
btl,50,2014,opil,60,20,50,16539,-1.0498221244986778,330.78,1.1032780408585923,-0.37792166696434865,2.087843602641469,50 btl,-0.12191287148472843,0.46183047770641755
btl,50,2015,opil,71,43,54,8882,-0.4784902431230543,164.4814814814815,0.055471731993121616,-0.37792166696434865,2.435817536415047,50 btl,1.1032780408585923,0.9564215574533944
btl,50,2016,opil,72,31,72,12721,-0.8109302162163288,176.68055555555554,0.13233511532932732,-0.37792166696434865,2.7837914701886257,50 btl,0.055471731993121616,0.6686346325449295
btl,50,2017,opil,55,17,55,2814,-1.1169614273363062,51.163636363636364,-0.6585163063807526,-0.37792166696434865,3.131765403962204,50 btl,0.13233511532932732,0.4037092676595198
btl,50,2009,sheet,60,56,67,29667.519745425307,-0.05129329438755058,442.798802170527,1.8090811272087624,-0.37792166696434865,0.3479739337735782,50 btl,0.06880018895180966,0.7662200722344638
btl,50,2010,sheet,52,36,77,14405.88252415881,-0.34032580593720285,187.0893834306339,0.19791859504136908,-0.37792166696434865,0.6959478675471564,50 btl,1.8090811272087624,0.41411743916377886
btl,50,2011,sheet,30,75,77,115,0.9295359586241757,1.4935064935064934,-0.9714756514412668,-0.37792166696434865,1.0439218013207345,50 btl,0.19791859504136908,1.9610772207488945
btl,50,2012,sheet,85,50,65,3410,-0.5108256237659907,52.46153846153846,-0.6503385425703064,-0.37792166696434865,1.3918957350943129,50 btl,-0.9714756514412668,0.2064126571871143
btl,50,2013,sheet,70,108,70,9543,0.4428526401797847,136.32857142857142,-0.12191287148472843,-0.37792166696434865,1.739869668867891,50 btl,-0.6503385425703064,1.368194167638066
btl,50,2014,sheet,60,58,50,16539,-0.01680711831638129,330.78,1.1032780408585923,-0.37792166696434865,2.087843602641469,50 btl,-0.12191287148472843,0.808231517016557
btl,50,2015,sheet,71,145,54,8882,0.720926744667021,164.4814814814815,0.055471731993121616,-0.37792166696434865,2.435817536415047,50 btl,1.1032780408585923,1.7069471468575292
btl,50,2016,sheet,72,28,72,12721,-0.9093702890295813,176.68055555555554,0.13233511532932732,-0.37792166696434865,2.7837914701886257,50 btl,0.055471731993121616,-0.27909890441268936
btl,50,2017,sheet,55,17,55,2814,-1.1169614273363062,51.163636363636364,-0.6585163063807526,-0.37792166696434865,3.131765403962204,50 btl,0.13233511532932732,-0.5319887471782913
btl,50,2009,stap,60,10,67,29667.519745425307,-1.6964492894237302,442.798802170527,1.8090811272087624,-0.37792166696434865,0.3479739337735782,50 btl,0.06880018895180966,0.3996170516811871
btl,50,2010,stap,52,7,77,14405.88252415881,-1.8718021769015913,187.0893834306339,0.19791859504136908,-0.37792166696434865,0.6959478675471564,50 btl,1.8090811272087624,0.25986514282282014
btl,50,2011,stap,30,9,77,115,-1.0986122886681098,1.4935064935064934,-0.9714756514412668,-0.37792166696434865,1.0439218013207345,50 btl,0.19791859504136908,0.8760783363709371
btl,50,2012,stap,85,5,65,3410,-2.6508917872622613,52.46153846153846,-0.6503385425703064,-0.37792166696434865,1.3918957350943129,50 btl,-0.9714756514412668,-0.36104998315918735
btl,50,2013,stap,70,7,70,9543,-2.169053700369523,136.32857142857142,-0.12191287148472843,-0.37792166696434865,1.739869668867891,50 btl,-0.6503385425703064,0.022963039793887342
btl,50,2014,stap,60,2,50,16539,-2.995732273553991,330.78,1.1032780408585923,-0.37792166696434865,2.087843602641469,50 btl,-0.12191287148472843,-0.6358793110594828
btl,50,2015,stap,71,10,54,8882,-1.864784604242945,164.4814814814815,0.055471731993121616,-0.37792166696434865,2.435817536415047,50 btl,1.1032780408585923,0.2654579744476882
btl,50,2016,stap,72,17,72,12721,-1.3862943611198906,176.68055555555554,0.13233511532932732,-0.37792166696434865,2.7837914701886257,50 btl,0.055471731993121616,0.6468028488227593
btl,50,2017,stap,55,8,55,2814,-1.8101086078962516,51.163636363636364,-0.6585163063807526,-0.37792166696434865,3.131765403962204,50 btl,0.13233511532932732,0.30903338953258785
btl,150,2009,cara,60,13,67,16119.920321777034,-1.455287232606842,240.59582569816467,0.5350496066241432,0.4561123566811104,0.3479739337735782,150 btl,-0.4534643718142257,0.6168380872699869
btl,150,2010,cara,52,10,77,2480,-1.5533484457830569,32.20779220779221,-0.7779524461209415,0.4561123566811104,0.6959478675471564,150 btl,0.5350496066241432,0.5343922292404799
btl,150,2011,cara,30,3,77,70,-2.0149030205422647,0.9090909090909091,-0.9751579111619495,0.4561123566811104,1.0439218013207345,150 btl,-0.7779524461209415,0.14633601709586913
btl,150,2012,cara,85,30,79,2073,-1.0086640520051702,26.240506329113924,-0.8155508555727171,0.4561123566811104,1.3918957350943129,150 btl,-0.9751579111619495,0.9923405937952038
btl,150,2013,cara,70,20,70,2407,-1.2039728043259361,34.385714285714286,-0.7642298915618638,0.4561123566811104,1.739869668867891,150 btl,-0.8155508555727171,0.828132981588508
btl,150,2014,cara,60,28,37,6557,-0.7270487322356266,177.21621621621622,0.13571018219493386,0.4561123566811104,2.087843602641469,150 btl,-0.7642298915618638,1.2291112385855298
btl,150,2015,cara,71,23,49,2230,-1.08462604669337,45.51020408163265,-0.6941372010501633,0.4561123566811104,2.435817536415047,150 btl,0.13571018219493386,0.9284748549689118
btl,150,2016,cara,72,29,72,12648,-0.8754687373538999,175.66666666666666,0.12594684931390832,0.4561123566811104,2.7837914701886257,150 btl,-0.6941372010501633,1.104325767609041
btl,150,2017,cara,55,10,55,794,-1.6094379124341003,14.436363636363636,-0.8899258728272134,0.4561123566811104,3.131765403962204,150 btl,0.12594684931390832,0.48723449934218865
btl,150,2009,gnap,60,4,67,16119.920321777034,-2.4849066497880004,240.59582569816467,0.5350496066241432,0.4561123566811104,0.3479739337735782,150 btl,-0.4534643718142257,-0.4979003050057001
btl,150,2010,gnap,52,9,77,2480,-1.6486586255873816,32.20779220779221,-0.7779524461209415,0.4561123566811104,0.6959478675471564,150 btl,0.5350496066241432,0.4416159620266409
btl,150,2011,gnap,30,0,77,70,-3.4011973816621555,0.9090909090909091,-0.9751579111619495,0.4561123566811104,1.0439218013207345,150 btl,-0.7779524461209415,-1.5273437512244885
btl,150,2012,gnap,85,7,79,2073,-2.3632097148104805,26.240506329113924,-0.8155508555727171,0.4561123566811104,1.3918957350943129,150 btl,-0.9751579111619495,-0.361175019264484
btl,150,2013,gnap,70,6,70,2407,-2.3025850929940455,34.385714285714286,-0.7642298915618638,0.4561123566811104,1.739869668867891,150 btl,-0.8155508555727171,-0.2930638647614031
btl,150,2014,gnap,60,6,37,6557,-2.1484344131667874,177.21621621621622,0.13571018219493386,0.4561123566811104,2.087843602641469,150 btl,-0.7642298915618638,-0.11987712221543978
btl,150,2015,gnap,71,5,49,2230,-2.4709204078132605,45.51020408163265,-0.6941372010501633,0.4561123566811104,2.435817536415047,150 btl,0.13571018219493386,-0.4821869024389441
btl,150,2016,gnap,72,25,72,12648,-1.0185695809945732,175.66666666666666,0.12594684931390832,0.4561123566811104,2.7837914701886257,150 btl,-0.6941372010501633,1.1495146833894694
btl,150,2017,gnap,55,3,55,794,-2.6210388241125804,14.436363636363636,-0.8899258728272134,0.4561123566811104,3.131765403962204,150 btl,0.12594684931390832,-0.6508434373577139
btl,150,2009,lyco,60,193,67,16119.920321777034,1.1735135968412274,240.59582569816467,0.5350496066241432,0.4561123566811104,0.3479739337735782,150 btl,-0.4534643718142257,1.3764902101808774
btl,150,2010,lyco,52,55,77,2480,0.074107972153721835,32.20779220779221,-0.7779524461209415,0.4561123566811104,0.6959478675471564,150 btl,0.5350496066241432,0.652452943115255
btl,150,2011,lyco,30,3,77,70,-2.0149030205422647,0.9090909090909091,-0.9751579111619495,0.4561123566811104,1.0439218013207345,150 btl,-0.7779524461209415,-0.7233102657109349
btl,150,2012,lyco,85,58,79,2073,-0.365113812584597,26.240506329113924,-0.8155508555727171,0.4561123566811104,1.3918957350943129,150 btl,-0.9751579111619495,0.3631939712521547
btl,150,2013,lyco,70,31,70,2407,-0.7827593392496325,34.385714285714286,-0.7642298915618638,0.4561123566811104,1.739869668867891,150 btl,-0.8155508555727171,0.08814450912602982
btl,150,2014,lyco,60,49,37,6557,-0.1823215567939546,177.21621621621622,0.13571018219493386,0.4561123566811104,2.087843602641469,150 btl,-0.7642298915618638,0.4835757505986407
btl,150,2015,lyco,71,27,49,2230,-0.9304753668661115,45.51020408163265,-0.6941372010501633,0.4561123566811104,2.435817536415047,150 btl,0.13571018219493386,-0.009137064240147404
btl,150,2016,lyco,72,49,72,12648,-0.3646431135879093,175.66666666666666,0.12594684931390832,0.4561123566811104,2.7837914701886257,150 btl,-0.6941372010501633,0.3635039602203021
btl,150,2017,lyco,55,4,55,794,-2.3978952727983707,14.436363636363636,-0.8899258728272134,0.4561123566811104,3.131765403962204,150 btl,0.12594684931390832,-0.9755380671737828
btl,150,2009,opil,60,21,67,16119.920321777034,-1.0033021088637848,240.59582569816467,0.5350496066241432,0.4561123566811104,0.3479739337735782,150 btl,-0.4534643718142257,0.5021019652826221
btl,150,2010,opil,52,31,77,2480,-0.48550781578170077,32.20779220779221,-0.7779524461209415,0.4561123566811104,0.6959478675471564,150 btl,0.5350496066241432,0.9503465790536488
btl,150,2011,opil,30,40,77,70,0.31237468504215243,0.9090909090909091,-0.9751579111619495,0.4561123566811104,1.0439218013207345,150 btl,-0.7779524461209415,1.641058195992526
btl,150,2012,opil,85,24,79,2073,-1.2237754316221157,26.240506329113924,-0.8155508555727171,0.4561123566811104,1.3918957350943129,150 btl,-0.9751579111619495,0.3112424275724287
btl,150,2013,opil,70,24,70,2407,-1.0296194171811581,34.385714285714286,-0.7642298915618638,0.4561123566811104,1.739869668867891,150 btl,-0.8155508555727171,0.4793195749399306
btl,150,2014,opil,60,11,37,6557,-1.6094379124341003,177.21621621621622,0.13571018219493386,0.4561123566811104,2.087843602641469,150 btl,-0.7642298915618638,-0.022618204086057817
btl,150,2015,opil,71,59,49,2230,-0.16833531481921477,45.51020408163265,-0.6941372010501633,0.4561123566811104,2.435817536415047,150 btl,0.13571018219493386,1.2249167454154135
btl,150,2016,opil,72,92,72,12648,0.2559333741372007,175.66666666666666,0.12594684931390832,0.4561123566811104,2.7837914701886257,150 btl,-0.6941372010501633,1.5921980329020264
btl,150,2017,opil,55,7,55,794,-1.927891643552635,14.436363636363636,-0.8899258728272134,0.4561123566811104,3.131765403962204,150 btl,0.12594684931390832,-0.29829750688312656
btl,150,2009,sheet,60,24,67,16119.920321777034,-0.8754687373538999,240.59582569816467,0.5350496066241432,0.4561123566811104,0.3479739337735782,150 btl,-0.4534643718142257,-0.23779965559742688
btl,150,2010,sheet,52,21,77,2480,-0.8602012652231115,32.20779220779221,-0.7779524461209415,0.4561123566811104,0.6959478675471564,150 btl,0.5350496066241432,-0.2192006505624504
btl,150,2011,sheet,30,30,77,70,0.03278982282299097,0.9090909090909091,-0.9751579111619495,0.4561123566811104,1.0439218013207345,150 btl,-0.7779524461209415,0.8686510645401053
btl,150,2012,sheet,85,83,79,2073,-0.011834457647002796,26.240506329113924,-0.8155508555727171,0.4561123566811104,1.3918957350943129,150 btl,-0.9751579111619495,0.8142892677715424
btl,150,2013,sheet,70,31,70,2407,-0.7827593392496325,34.385714285714286,-0.7642298915618638,0.4561123566811104,1.739869668867891,150 btl,-0.8155508555727171,-0.12486003158110513
btl,150,2014,sheet,60,14,37,6557,-1.3862943611198906,177.21621621621622,0.13571018219493386,0.4561123566811104,2.087843602641469,150 btl,-0.7642298915618638,-0.8600931346376978
btl,150,2015,sheet,71,46,49,2230,-0.4125322753312568,45.51020408163265,-0.6941372010501633,0.4561123566811104,2.435817536415047,150 btl,0.13571018219493386,0.32615471184956574
btl,150,2016,sheet,72,22,72,12648,-1.1411719030869056,175.66666666666666,0.12594684931390832,0.4561123566811104,2.7837914701886257,150 btl,-0.6941372010501633,-0.5614822190855705
btl,150,2017,sheet,55,17,55,794,-1.1169614273363062,14.436363636363636,-0.8899258728272134,0.4561123566811104,3.131765403962204,150 btl,0.12594684931390832,-0.5319887471782913
btl,150,2009,stap,60,2,67,16119.920321777034,-2.995732273553991,240.59582569816467,0.5350496066241432,0.4561123566811104,0.3479739337735782,150 btl,-0.4534643718142257,-0.6358793110594828
